id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
9788ef30-dabe-4637-9c23-10910442c6dc,Dra. Agatha Moura,1966-06-24,326.947.662-56,10080-171,Gonçalves de Mendonça,PI,Brasil,M,31 8510-2859,32694766256@exemplo.com.br,2023-10-11
31b15aec-ffae-4425-8724-408606ce9d0a,Heloisa Gonçalves,1974-10-18,052.271.477-80,05543665,Lopes de Goiás,MA,Brasil,M,(021) 8338 1299,05227147780@exemplo.com.br,2024-08-29
f0d658f6-f5b6-44e2-8bb5-f5309310a78c,Vitor Gabriel Teixeira,1983-09-26,556.113.183-14,80701-628,Rios Paulista,MG,Brasil,M,+55 71 5050 6198,55611318314@exemplo.com.br,2025-04-24
3e8e26d6-a324-48af-8c64-63c67e4a2860,Rafael Barbosa,1999-06-18,969.654.680-72,79384404,Barros,PE,Brasil,M,21 4959 5847,96965468072@exemplo.com.br,2025-04-07
78d69880-1e41-43a8-b009-bedee834d85a,Nicolas Cavalcante,1970-05-31,404.748.666-52,14778269,Costa Paulista,ES,Brasil,F,+55 71 7686-0938,40474866652@exemplo.com.br,2024-07-18
8b494b0b-1f95-4ce4-9a21-8f4c49118c45,Bruna Pimenta,1974-05-06,714.646.561-49,53372-548,Barbosa,MA,Brasil,M,(084) 8742-9218,71464656149@exemplo.com.br,2024-01-17
29841ba7-c24f-42ad-8d79-b660f95aaebd,Luna Lima,1940-06-24,926.779.979-31,75571762,Rezende,GO,Brasil,M,0300-393-2371,92677997931@exemplo.com.br,2024-12-31
9788a571-9c17-4f6f-86a3-beb260b748a7,Fernanda Nogueira,2006-05-05,065.280.512-35,90570692,Albuquerque Alegre,RO,Brasil,M,81 6055-3166,06528051235@exemplo.com.br,2024-05-25
1b89bda3-3d8d-4044-b2a4-95eb0f1b7739,Srta. Ana Carolina Ramos,1981-05-16,023.073.199-97,46086-193,Araújo,AP,Brasil,F,+55 84 6013 3174,02307319997@exemplo.com.br,2023-08-31
93fc41a1-9ebe-4f7e-8cf6-2db1a9c7048f,Daniel Aparecida,1954-12-13,534.155.817-77,03166190,Lopes de Macedo,RO,Brasil,F,41 9959 4715,53415581777@exemplo.com.br,2025-02-28
d90b262c-f1a5-4c62-9c38-30e96cb104a8,Igor Cavalcante,1968-01-28,642.888.344-55,38624-091,Silva,GO,Brasil,F,31 9897 5501,64288834455@exemplo.com.br,2024-05-14
8a7b37e1-8690-4c14-b628-64102c038449,Luigi Costela,1958-11-24,597.271.196-89,53925443,Peixoto,TO,Brasil,F,+55 (041) 3538-7280,59727119689@exemplo.com.br,2024-09-18
89b1aa79-b79b-4afc-8430-c1ca4b2d697c,Ryan Melo,1941-10-27,412.761.705-40,59090628,Castro do Galho,SE,Brasil,M,+55 (051) 1255-8321,41276170540@exemplo.com.br,2023-11-25
dd638a9f-8afe-4cb5-b963-90c682a3c4cd,Benjamim da Costa,2005-07-30,152.564.726-92,71233-048,Caldeira das Pedras,CE,Brasil,F,(041) 3113 2948,15256472692@exemplo.com.br,2023-12-05
d5f94f12-b0c3-4d50-b288-03799ff8b55c,Bianca Silveira,1980-10-07,128.646.657-59,75544-515,Mendes,PE,Brasil,F,21 6049-4466,12864665759@exemplo.com.br,2025-02-26
217d7c1f-9e42-4e79-b578-e24baad2a786,Raquel Moraes,1944-12-03,609.811.261-53,59863703,Viana do Amparo,GO,Brasil,M,+55 71 6549 2778,60981126153@exemplo.com.br,2024-09-02
50b90baf-94ab-468c-8bd6-44f1cb6cd352,Sr. Theodoro Nascimento,1979-02-08,959.689.101-34,45014-558,Lopes,TO,Brasil,F,+55 11 7585-2827,95968910134@exemplo.com.br,2023-09-24
cec57074-8eaf-406a-af19-7ba5722959a2,Ayla Siqueira,1978-11-07,373.360.942-71,67048410,Rodrigues,MS,Brasil,M,+55 84 3606 3612,37336094271@exemplo.com.br,2025-03-29
56125355-37e1-42d5-a4f0-1a75ccf5bab8,Mathias Novaes,1999-01-14,803.628.365-63,70473-082,Pires,SP,Brasil,M,71 4046 1522,80362836563@exemplo.com.br,2024-05-20
d5478156-c18e-4275-b628-9ebf37f56ce1,Alícia Borges,1939-01-24,859.567.720-19,21623-190,Silveira do Amparo,ES,Brasil,M,(031) 5375-7857,85956772019@exemplo.com.br,2024-10-28
433c982d-9d9a-4f39-8c2a-44f38de43f12,Mariah Garcia,2004-08-29,755.266.215-24,73518-701,Santos,CE,Brasil,M,0500 824 3231,75526621524@exemplo.com.br,2025-01-16
95f0b49a-7771-4ba1-b573-43773efd8eee,Juliana Porto,1991-07-25,269.337.797-69,54409681,Novaes,GO,Brasil,F,+55 84 8688-5832,26933779769@exemplo.com.br,2024-06-03
b14d463e-4455-44f2-8c9b-90f0c19a6cef,Arthur Montenegro,1964-05-01,273.161.978-06,39122-541,Alves,BA,Brasil,F,(011) 9937 0610,27316197806@exemplo.com.br,2025-05-27
29c78760-77f2-4ad1-b123-a2037827d660,Sra. Aylla Rodrigues,1968-09-10,867.531.881-15,65589-970,Rocha,AC,Brasil,F,0900-640-9241,86753188115@exemplo.com.br,2024-05-23
f19b8aba-7797-494f-88a7-58a7da15d608,Maria Luiza Farias,1960-01-29,522.116.150-55,69035251,Albuquerque do Amparo,MT,Brasil,M,+55 61 4716 0213,52211615055@exemplo.com.br,2024-10-20
0789380e-0ea5-4d27-8196-aeb7f931c10d,Rodrigo Nogueira,1964-05-11,837.033.228-45,90719-581,da Rosa de Nogueira,MA,Brasil,F,11 5376 1693,83703322845@exemplo.com.br,2024-04-01
61a04289-1b98-403e-9ee2-1ad2bb62425f,Antony Cavalcante,1986-06-18,122.979.900-36,11715-330,Abreu dos Dourados,PE,Brasil,M,0500-189-4115,12297990036@exemplo.com.br,2024-06-10
2bf2da87-2ed1-4ead-b07a-3397a12c78b0,Elisa Abreu,1969-07-30,613.523.211-95,70222-261,da Costa,AM,Brasil,M,31 9448 2992,61352321195@exemplo.com.br,2024-04-27
0058f25e-a8e5-4bd3-9338-59da883bd6f9,Sabrina da Cunha,2000-04-05,608.963.884-65,25868-552,Ferreira,MT,Brasil,M,+55 41 0715 4120,60896388465@exemplo.com.br,2024-08-21
dfe9f963-b9c4-46b2-a6fd-e35bd2b2dbc4,Dr. Antony Souza,1949-09-16,710.229.669-36,87317-740,Pimenta,PR,Brasil,F,(081) 8621-2634,71022966936@exemplo.com.br,2024-01-28
b5b038fc-d388-4ea9-8f06-045b348cb6db,Stephany Correia,1980-11-15,831.412.127-25,82586-545,Brito,SE,Brasil,F,31 2886 6828,83141212725@exemplo.com.br,2024-12-17
879cd9b5-3c8b-4331-b495-6e7dc6f8e670,Lucca Vargas,1983-12-29,254.788.746-26,22683463,Sampaio,AL,Brasil,F,+55 21 8152 3277,25478874626@exemplo.com.br,2025-05-15
5f17508c-9e5a-4ec3-b151-14e2446856db,Francisco Macedo,1983-03-12,861.719.252-66,01849-989,da Cruz de Marques,DF,Brasil,M,+55 (061) 7852 1500,86171925266@exemplo.com.br,2023-11-11
16e876a6-9473-49a3-94df-7cb14147775f,Sra. Heloísa Fogaça,1948-06-06,505.266.499-19,53351424,Rezende,RN,Brasil,M,21 8941 4404,50526649919@exemplo.com.br,2025-06-26
713500d6-b9fe-4769-928c-93ce1f775564,Vinicius Pastor,1968-02-04,784.808.247-71,67963127,Siqueira,RR,Brasil,F,+55 11 5441 5326,78480824771@exemplo.com.br,2025-06-17
99652212-b143-48bf-abfd-d4abffb3602b,Heitor das Neves,1961-06-21,197.868.666-83,88702347,Monteiro de da Mata,PI,Brasil,M,+55 (021) 5630-6891,19786866683@exemplo.com.br,2023-12-05
99ff0c5d-812a-420f-8d83-4a658a571191,Cecília Rocha,1981-03-29,926.672.980-60,45276-156,Montenegro,PB,Brasil,F,+55 21 3449-9883,92667298060@exemplo.com.br,2024-04-21
94816fa5-49ba-4ff2-bec8-287b8d3d2163,Bárbara Albuquerque,1966-08-01,189.675.256-54,68787125,da Luz da Praia,ES,Brasil,F,+55 41 5914 5556,18967525654@exemplo.com.br,2025-07-27
0d8bb164-b691-4cae-bf5e-540708538121,João Gabriel Teixeira,1967-08-26,730.787.427-95,24795023,Novais de Minas,DF,Brasil,F,0300 627 0706,73078742795@exemplo.com.br,2025-05-20
9a2846da-5c26-4c33-a01d-de1c6ae2193b,Benicio Rocha,1962-10-01,583.461.840-86,85724396,Pires do Campo,AL,Brasil,M,+55 (021) 4938-6925,58346184086@exemplo.com.br,2023-12-15
6ce67bc5-18ee-468a-8c31-ec9a8f8245ac,Isabella Barros,1938-02-16,345.710.539-98,97233541,Marques da Mata,GO,Brasil,F,(031) 0637 1191,34571053998@exemplo.com.br,2024-01-12
65057ea5-52db-4ab3-a021-f419d594395c,Luiz Miguel Fonseca,1983-06-08,551.222.343-88,75813-029,Lopes,PI,Brasil,M,11 0950-6291,55122234388@exemplo.com.br,2024-01-04
f95edc83-566f-4a27-8791-515a666ab337,Bárbara Pacheco,1995-05-13,630.710.628-62,53480-308,Santos,AP,Brasil,M,(081) 7218-7307,63071062862@exemplo.com.br,2023-11-23
f80e6eeb-477a-4193-b315-c687c0ef9f68,Melina Guerra,1994-07-04,941.949.187-22,66392389,Cassiano do Norte,MG,Brasil,F,51 8423 6491,94194918722@exemplo.com.br,2025-07-02
e668f3f4-8e57-430a-9e6d-6952d713618c,Ana Cecília Mendonça,1975-10-11,008.981.185-13,11413554,Freitas de Moura,MT,Brasil,F,+55 (041) 6075-9935,00898118513@exemplo.com.br,2024-05-30
b0825d75-5918-4774-ba1e-d24c11805a44,Rael Monteiro,1947-08-23,709.892.944-71,80910309,Alves,PB,Brasil,F,(084) 7936 7779,70989294471@exemplo.com.br,2025-02-12
baa763c3-3a97-4424-8077-2cef2ef1be28,Sarah Vargas,1941-02-24,168.571.085-74,91840853,Rocha de da Cruz,GO,Brasil,F,71 5401-6691,16857108574@exemplo.com.br,2024-06-05
f35e946d-a78e-4c74-8485-9050247158ec,Mathias Barbosa,1953-10-19,633.463.780-59,52112107,Azevedo Paulista,PA,Brasil,M,(021) 1896 1599,63346378059@exemplo.com.br,2025-01-17
44234c34-a3ca-4656-ae04-a1732456cf22,João Silva,1954-12-15,198.114.324-14,93655-199,Melo Verde,AM,Brasil,M,+55 11 3380-5928,19811432414@exemplo.com.br,2025-07-06
815d6df1-84e2-4113-a0cb-875cf3699c12,João Felipe Azevedo,2004-09-08,401.304.875-98,63173565,Barros Grande,SP,Brasil,F,51 1429 3424,40130487598@exemplo.com.br,2024-02-15
53dd468f-6d63-4369-ae87-81e577e015ab,Bernardo Sá,1958-09-27,821.065.156-61,12613-369,Leão de das Neves,AP,Brasil,M,0900-511-4913,82106515661@exemplo.com.br,2024-11-17
4f4854d1-53c3-488b-ad0d-5c520f74c421,Felipe Novaes,1943-11-11,166.339.619-81,03607190,Albuquerque,MG,Brasil,M,21 4279-5175,16633961981@exemplo.com.br,2023-09-03
738f0d2d-fcff-49d0-a833-99b91def9137,Amanda Sousa,1953-05-25,433.719.127-24,43365-866,Lima,AL,Brasil,M,+55 11 2481 5816,43371912724@exemplo.com.br,2024-04-01
d79a32ae-9f0d-444f-b2a9-01cd1c8e4fc5,Benício Santos,1995-09-03,982.202.437-61,19592624,Sousa de Albuquerque,BA,Brasil,M,+55 (031) 3053 4176,98220243761@exemplo.com.br,2024-12-04
1dbab718-eb7e-4526-bfa9-31178d0ecfbb,Danilo Marques,1946-10-19,547.612.919-49,41264553,Rezende dos Dourados,CE,Brasil,M,84 7228 7498,54761291949@exemplo.com.br,2024-07-31
45d50fce-2fe7-460d-a0f8-1271a2198042,Rhavi Fernandes,1989-02-05,402.907.247-13,67269917,Almeida,RS,Brasil,F,84 7179-8505,40290724713@exemplo.com.br,2023-11-26
18331498-d3aa-424d-b9d5-13000d0013ba,Dra. Mariane Fernandes,1999-11-11,252.208.129-70,50364783,Freitas do Oeste,GO,Brasil,M,11 9750 9859,25220812970@exemplo.com.br,2025-06-26
780698b7-33b7-4579-aba3-96ce382b3d30,Rafael Monteiro,1956-07-26,164.542.050-28,09159760,da Paz de Montenegro,PI,Brasil,F,+55 (081) 5823-1362,16454205028@exemplo.com.br,2025-05-11
8a7edd52-a2cc-410f-978f-d9e070b7cd0b,Bento Silveira,1937-04-23,376.898.168-36,63731923,Rezende da Mata,ES,Brasil,F,0900 255 8013,37689816836@exemplo.com.br,2025-07-28
8e8d6a77-c25a-434b-b781-d25d48a45207,Lavínia Almeida,1940-12-07,565.303.048-67,32974396,Santos,AP,Brasil,F,0300 771 2167,56530304867@exemplo.com.br,2024-01-17
da59997c-b909-4b58-8b2b-652b9d26905d,Davi Luiz Sousa,1968-03-16,846.773.726-01,63795663,Machado do Galho,PB,Brasil,F,+55 21 0229-1094,84677372601@exemplo.com.br,2025-02-01
af0f27e6-8c89-4924-9e58-cc92845329e0,Benjamim Cunha,1987-02-23,862.237.813-53,48619-201,Vasconcelos do Galho,MA,Brasil,M,+55 31 2473 4145,86223781353@exemplo.com.br,2024-05-11
11a16ad1-75a9-4dc0-b4a4-2bdfb7950a19,Vicente da Cruz,1981-01-21,729.832.607-14,47460-721,Santos,AP,Brasil,M,31 4252-1473,72983260714@exemplo.com.br,2025-03-14
425f29a8-a682-448a-9e52-d97fa4b40ac0,Sra. Luna Cavalcante,1984-12-28,581.364.598-19,09013-136,Costela,CE,Brasil,F,0500-900-2968,58136459819@exemplo.com.br,2024-12-03
ea0aa0ab-4d28-4263-b4ab-fa63fe32b918,João Guilherme da Cunha,1981-04-21,223.049.668-95,27840662,Castro,MG,Brasil,F,+55 (021) 4011 0447,22304966895@exemplo.com.br,2024-02-21
76042877-61d7-42b0-b12e-86d4cf41caac,Natália Moura,1975-04-29,795.871.031-89,78913-181,Oliveira,RJ,Brasil,M,(041) 2011 5894,79587103189@exemplo.com.br,2024-07-21
3c321381-5a72-4b5d-a7b3-195044e50ffd,Lorena da Luz,1995-03-02,132.898.317-19,43114661,Carvalho do Norte,RO,Brasil,F,+55 71 8601-8014,13289831719@exemplo.com.br,2023-10-30
a832cf7f-c37f-48dc-98f4-9a839399a7b0,Rael da Cruz,1982-11-03,477.238.057-46,50561-127,Sousa,BA,Brasil,F,61 8392 8335,47723805746@exemplo.com.br,2024-06-13
af536aeb-0d31-4523-8f49-855867014270,Rafael da Mata,1997-01-12,128.113.570-39,29392328,Borges do Norte,AM,Brasil,M,+55 21 7938-0553,12811357039@exemplo.com.br,2024-08-01
77cebd61-1183-458c-9877-422a90031e0b,Gustavo Sampaio,1968-05-13,664.740.218-31,81061-675,Martins,PA,Brasil,F,+55 81 8192 3868,66474021831@exemplo.com.br,2024-02-08
5d8329da-5a3d-4d92-a76d-32101ad00b3d,Dra. Ana Liz Rios,1971-05-21,518.109.544-89,69498707,Lima,RJ,Brasil,M,11 5331 2026,51810954489@exemplo.com.br,2025-04-20
c5f0155c-642f-4b1d-89a8-f3705f4f6248,José Vieira,2006-05-03,780.283.780-40,48767713,Pacheco Paulista,AP,Brasil,F,+55 41 2178-4437,78028378040@exemplo.com.br,2024-08-01
ba5deeec-f50a-4aa6-984e-2798e1e31ebd,Beatriz Marques,1956-02-02,262.904.657-97,91482563,Lopes,TO,Brasil,M,+55 (051) 1609-0993,26290465797@exemplo.com.br,2024-06-23
90c3b913-e2fc-49de-a201-7d2d3cb08b1f,Rhavi Martins,1937-07-11,223.274.402-22,30655002,Barbosa,DF,Brasil,M,+55 (061) 6695 0687,22327440222@exemplo.com.br,2024-09-11
67771854-e028-403e-87a5-784c6d42bcbe,Evelyn das Neves,1992-01-07,432.598.211-83,04563498,Pereira de da Cruz,PR,Brasil,F,+55 31 6621-4134,43259821183@exemplo.com.br,2023-10-05
72704c2a-b1f1-4463-88ef-2479c975d9b0,Lorena Almeida,1965-01-21,753.431.322-42,33294-491,Ferreira do Amparo,RR,Brasil,M,71 1841-2223,75343132242@exemplo.com.br,2023-11-16
7089c820-778a-494d-a7c2-10b93561975b,Dr. José Pedro Rodrigues,1943-03-29,143.561.518-08,66642-535,Rocha,AC,Brasil,M,+55 (041) 2914-9942,14356151808@exemplo.com.br,2024-04-25
e8b79e3e-6426-41e7-8a5c-98c6c5ae757c,Leandro Pastor,1968-09-07,084.073.042-52,13774905,Ramos da Mata,AM,Brasil,F,(011) 3699-8605,08407304252@exemplo.com.br,2023-08-14
a1803ac2-6e55-48c6-8b8b-b5586e8b0c35,Kamilly Rocha,2001-02-16,950.586.453-70,52363-702,Pacheco,MG,Brasil,M,+55 (031) 0453-0534,95058645370@exemplo.com.br,2024-12-10
be59c3e6-519d-492b-a6c3-24ac3b820bb1,João Gabriel Montenegro,1989-06-18,458.888.437-45,56425-027,da Rosa de Ramos,SP,Brasil,M,(031) 6819 7830,45888843745@exemplo.com.br,2023-10-02
cec54a05-e866-4a82-aa4e-bb7da0e2c430,José Pedro Monteiro,1952-06-05,681.893.105-71,25585479,da Mota,MT,Brasil,F,+55 31 9097-0583,68189310571@exemplo.com.br,2023-11-15
0a3c7b2c-7a80-4df6-a819-d8b1c4da2778,Anthony Gabriel Vargas,1963-04-28,068.492.661-36,20709-670,Nascimento de Pacheco,PA,Brasil,F,11 3247 0042,06849266136@exemplo.com.br,2025-07-26
47f6e6f2-9b2e-4fed-b3f2-8c5926236660,Ravi Sá,1965-02-04,219.584.972-95,37565-889,Jesus,AM,Brasil,M,21 1723-5920,21958497295@exemplo.com.br,2024-03-04
708286b9-7437-4b42-97d6-7154302f7e21,Luísa Nunes,1939-04-17,504.140.255-71,67378864,Ramos,TO,Brasil,M,81 7191-0520,50414025571@exemplo.com.br,2025-03-16
50fa2901-8d1e-4907-a1df-0bc686034671,João Monteiro,1963-01-03,568.020.445-25,56368-655,Moraes,MT,Brasil,F,(084) 1905 8572,56802044525@exemplo.com.br,2024-05-23
dd18ee38-1911-4f05-9006-7c4afe22c0f4,Ana Lívia da Cruz,2002-08-29,068.837.619-06,31608668,Cunha,AC,Brasil,F,+55 31 5568 0575,06883761906@exemplo.com.br,2023-12-07
1bf1c4c4-b312-4e32-9daa-1560b0d8c6c3,Srta. Esther Costela,1945-11-24,188.553.426-17,83356572,Melo,SE,Brasil,M,31 1933 9872,18855342617@exemplo.com.br,2025-05-21
dede5ac6-c2dc-4543-a381-b945935bb91e,Sr. Isaque Rodrigues,1965-12-11,715.997.713-39,55827-465,Silva da Serra,CE,Brasil,M,21 2507-2699,71599771339@exemplo.com.br,2024-03-31
bba35dd3-9d34-4b1b-aad2-558e7f700670,Maria Isis Novais,2000-03-25,469.468.377-64,64966117,Nascimento da Mata,RN,Brasil,M,+55 71 2749-9613,46946837764@exemplo.com.br,2025-05-27
4ec7209e-cb1b-4f4f-a941-ecfeb6cf1335,Isabel Cavalcante,1956-01-06,055.833.767-98,34830-653,Correia Verde,PA,Brasil,M,(041) 8079-5565,05583376798@exemplo.com.br,2024-07-13
